,QUANTITYUNIT,CURRENCY,QUANTITY,BUYING_TAXAMOUNT,SALESORDERID,BUYING_GROSSAMOUNT,PRODUCTID,SALESORDERITEM,BUYING_NETAMOUNT,PARTNERID,SALES_TAXAMOUNT,SALES_NETAMOUNT,SALES_GROSSAMOUNT,DATE,DELIVERYSTATUS,EMPLOYEESID,SALESORG,SUPPLIER_PARTNERID,PRICE,PRODCATEGORYID,PRODUCTNAME,CATEGORYNAME,ADDRESSID,PARTNERNAME,REGION,CITY,LATITUDE,LONGITUDE,COUNTRY,NAME,LASTNAME,SEX,AGE,MARRIED,CHILDREN
607,EA,USD,3,499.875,500000103,3999,MB-1033,90,3499.125,100000010,12086.875,84608.125,96695,2018-06-25,C,8,EMEA,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000044,Avante Grande Bikes,EMEA,Glyntaff,51.597072999999995,-3.32135,GB,Penelope,Dupper,F,25,N,N
608,EA,USD,1,65.625,500000104,525,RO-1001,10,459.375,100000008,2188.75,15321.25,17510,2018-06-28,C,8,EMEA,100000000,525,RO,Roady 1001,Road Bike,1000000042,Tona Bikes AG,EMEA,Marne,53.952608999999995,9.018139,DE,Penelope,Dupper,F,25,N,N
609,EA,USD,5,312.375,500000104,2499,MB-1034,20,2186.625,100000008,2188.75,15321.25,17510,2018-06-28,C,8,EMEA,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000042,Tona Bikes AG,EMEA,Marne,53.952608999999995,9.018139,DE,Penelope,Dupper,F,25,N,N
610,EA,USD,10,56.125,500000104,449,BX-1013,30,392.875,100000008,2188.75,15321.25,17510,2018-06-28,C,8,EMEA,100000005,449,BX,BMX Jump Lux I,BMX,1000000042,Tona Bikes AG,EMEA,Marne,53.952608999999995,9.018139,DE,Penelope,Dupper,F,25,N,N
611,EA,USD,10,499.875,500000105,3999,RC-1052,10,3499.125,100000030,6897.375,48281.625,55179,2018-06-30,C,14,AMER,100000017,3999,RC,Tornado II,Racing Bike,1000000064,Hudson SportsTec,AMER,Borden,47.595469,-52.703448,CA,Kenneth,Weise,M,25,Y,Y
612,EA,USD,9,99.875,500000105,799,HB-1172,20,699.125,100000030,6897.375,48281.625,55179,2018-06-30,C,14,AMER,100000037,799,HB,Star Cruise II,Hybrid Bike,1000000064,Hudson SportsTec,AMER,Borden,47.595469,-52.703448,CA,Kenneth,Weise,M,25,Y,Y
613,EA,USD,2,499.875,500000105,3999,MB-1033,30,3499.125,100000030,6897.375,48281.625,55179,2018-06-30,C,14,AMER,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000064,Hudson SportsTec,AMER,Borden,47.595469,-52.703448,CA,Kenneth,Weise,M,25,Y,Y
614,EA,USD,7,90.125,500000106,721,RO-1003,10,630.875,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000002,721,RO,Roady 1003,Road Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
615,EA,USD,3,187.375,500000106,1499,DB-1081,20,1311.625,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000023,1499,DB,Rooty Basic,Downhill Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
616,EA,USD,3,187.375,500000106,1499,DB-1081,30,1311.625,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000023,1499,DB,Rooty Basic,Downhill Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
617,EA,USD,6,375.0,500000106,3000,EB-1135,40,2625.0,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000030,3000,EB,Speedeon,eBike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
618,EA,USD,7,47.375,500000106,379,HB-1174,50,331.625,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000039,379,HB,Universal Two,Hybrid Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
619,EA,USD,8,150.0,500000106,1200,CC-1022,60,1050.0,100000005,5536.75,38757.25,44294,2018-03-07,C,3,EMEA,100000010,1200,CC,Cyclone Speed,Cyclo-cross Bike,1000000039,Alpha AG,EMEA,Callenberg,51.096588,14.433772,DE,Ellis,Robertson,M,27,N,N
620,EA,USD,8,312.375,500000107,2499,RC-1051,10,2186.625,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000016,2499,RC,Tornado I,Racing Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
621,EA,USD,1,156.25,500000107,1250,DB-1082,20,1093.75,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000024,1250,DB,Capricorn,Downhill Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
622,EA,USD,5,86.125,500000107,689,RO-1002,30,602.875,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000001,689,RO,Roady 1002,Road Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
623,EA,USD,10,375.0,500000107,3000,EB-1135,40,2625.0,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000030,3000,EB,Speedeon,eBike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
624,EA,USD,3,624.875,500000107,4999,RC-1057,50,4374.125,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000022,4999,RC,Veloflash Ultimate,Racing Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
625,EA,USD,8,56.125,500000107,449,BX-1013,60,392.875,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
626,EA,USD,2,39.875,500000107,319,BX-1016,70,279.125,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000008,319,BX,BMX Optima II,BMX,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
627,EA,USD,3,37.375,500000107,299,BX-1015,80,261.625,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000007,299,BX,BMX Optima,BMX,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
628,EA,USD,6,249.875,500000107,1999,RC-1055,90,1749.125,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000020,1999,RC,Veloflash,Racing Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
629,EA,USD,6,249.875,500000107,1999,RC-1055,90,1749.125,100000034,10850.625,75954.375,86805,2018-05-07,C,12,AMER,100000020,1999,RC,Rennsemmel,Racing Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
630,EA,USD,7,162.375,500000108,1299,MB-1032,10,1136.625,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000013,1299,MB,Mt Discovery Drive,Mountain Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
631,EA,USD,7,99.875,500000108,799,BX-1014,20,699.125,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000006,799,BX,BMX Jump Lux II,BMX,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
632,EA,USD,8,56.125,500000108,449,BX-1013,30,392.875,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
633,EA,USD,4,49.875,500000108,399,BX-1012,40,349.125,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000004,399,BX,BMX Jump 1012,BMX,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
634,EA,USD,1,37.375,500000108,299,BX-1015,50,261.625,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000007,299,BX,BMX Optima,BMX,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
635,EA,USD,4,312.375,500000108,2499,MB-1034,60,2186.625,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
636,EA,USD,2,99.875,500000108,799,HB-1172,70,699.125,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000037,799,HB,Star Cruise II,Hybrid Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
637,EA,USD,4,249.875,500000108,1999,RC-1055,80,1749.125,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000020,1999,RC,Veloflash,Racing Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
638,EA,USD,4,249.875,500000108,1999,RC-1055,80,1749.125,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000020,1999,RC,Rennsemmel,Racing Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
639,EA,USD,10,170.125,500000108,1361,CC-1023,90,1190.875,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
640,EA,USD,1,281.25,500000108,2250,EB-1133,100,1968.75,100000000,6952.875,48670.125,55623,2018-06-07,C,11,AMER,100000028,2250,EB,Lazy Cat,eBike,1000000034,All For Bikes,AMER,West Nyack,41.100057,-73.973562,US,Nelson,Wilkens,M,22,N,N
641,EA,USD,6,687.375,500000109,5499,RC-1054,10,4811.625,100000022,6873.75,48116.25,54990,2018-06-07,C,4,APJ,100000019,5499,RC,Stream II,Racing Bike,1000000056,Tires On Fire,APJ,Mumbai,19.046575,72.864262,IN,William,Mussen,M,28,Y,Y
642,EA,USD,4,687.375,500000109,5499,RC-1054,20,4811.625,100000022,6873.75,48116.25,54990,2018-06-07,C,4,APJ,100000019,5499,RC,Stream II,Racing Bike,1000000056,Tires On Fire,APJ,Mumbai,19.046575,72.864262,IN,William,Mussen,M,28,Y,Y
643,EA,USD,7,600.0,500000110,4800,EB-1134,10,4200.0,100000009,8136.375,56954.625,65091,2018-07-07,C,3,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
644,EA,USD,3,312.375,500000110,2499,RC-1056,20,2186.625,100000009,8136.375,56954.625,65091,2018-07-07,C,3,EMEA,100000021,2499,RC,Veloflash SE ,Racing Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
645,EA,USD,3,312.375,500000110,2499,RC-1056,20,2186.625,100000009,8136.375,56954.625,65091,2018-07-07,C,3,EMEA,100000021,2499,RC,Rennsemmel 2,Racing Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
646,EA,USD,6,499.875,500000110,3999,MB-1033,30,3499.125,100000009,8136.375,56954.625,65091,2018-07-07,C,3,EMEA,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000043,Meine Bicycle,EMEA,Augsburg,48.370625,10.893961000000001,DE,Ellis,Robertson,M,27,N,N
647,EA,USD,10,36.0,500000111,288,CB-1163,10,252.0,100000026,3808.0,26656.0,30464,2018-07-07,C,2,EMEA,100000035,288,CB,La Plage Gold,Cruiser,1000000060,Antonio Bandolera,EMEA,Dubai,25.013792000000002,55.131876,DU,Phillip,Egger,M,23,N,N
648,EA,USD,8,31.125,500000111,249,BX-1011,20,217.875,100000026,3808.0,26656.0,30464,2018-07-07,C,2,EMEA,100000003,249,BX,BMX Vintage 1011,BMX,1000000060,Antonio Bandolera,EMEA,Dubai,25.013792000000002,55.131876,DU,Phillip,Egger,M,23,N,N
649,EA,USD,2,600.0,500000111,4800,EB-1134,30,4200.0,100000026,3808.0,26656.0,30464,2018-07-07,C,2,EMEA,100000029,4800,EB,Lazy Cat II,eBike,1000000060,Antonio Bandolera,EMEA,Dubai,25.013792000000002,55.131876,DU,Phillip,Egger,M,23,N,N
650,EA,USD,8,249.875,500000111,1999,RC-1055,40,1749.125,100000026,3808.0,26656.0,30464,2018-07-07,C,2,EMEA,100000020,1999,RC,Veloflash,Racing Bike,1000000060,Antonio Bandolera,EMEA,Dubai,25.013792000000002,55.131876,DU,Phillip,Egger,M,23,N,N
651,EA,USD,8,249.875,500000111,1999,RC-1055,40,1749.125,100000026,3808.0,26656.0,30464,2018-07-07,C,2,EMEA,100000020,1999,RC,Rennsemmel,Racing Bike,1000000060,Antonio Bandolera,EMEA,Dubai,25.013792000000002,55.131876,DU,Phillip,Egger,M,23,N,N
652,EA,USD,10,81.125,500000112,649,HB-1173,10,567.875,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000038,649,HB,Universal One,Hybrid Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
653,EA,USD,7,156.25,500000112,1250,DB-1082,20,1093.75,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000024,1250,DB,Capricorn,Downhill Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
654,EA,USD,5,56.125,500000112,449,BX-1013,30,392.875,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000005,449,BX,BMX Jump Lux I,BMX,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
655,EA,USD,5,156.25,500000112,1250,DB-1082,40,1093.75,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000024,1250,DB,Capricorn,Downhill Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
656,EA,USD,2,687.375,500000112,5499,RC-1054,50,4811.625,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000019,5499,RC,Stream II,Racing Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
657,EA,USD,4,499.875,500000112,3999,MB-1033,60,3499.125,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000014,3999,MB,Mt Discovery Rush,Mountain Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
658,EA,USD,7,36.0,500000112,288,CB-1163,70,252.0,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000035,288,CB,La Plage Gold,Cruiser,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
659,EA,USD,1,600.0,500000112,4800,EB-1134,80,4200.0,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000029,4800,EB,Lazy Cat II,eBike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
660,EA,USD,3,170.125,500000112,1361,CC-1023,90,1190.875,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
661,EA,USD,2,36.0,500000112,288,CB-1163,100,252.0,100000017,7775.5,54428.5,62204,2018-10-07,X,4,APJ,100000035,288,CB,La Plage Gold,Cruiser,1000000051,DigiPay,APJ,Kununurra,-15.802510999999999,128.746775,AU,William,Mussen,M,28,Y,Y
662,EA,USD,10,624.875,500000113,4999,RC-1057,10,4374.125,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000022,4999,RC,Veloflash Ultimate,Racing Bike,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
663,EA,USD,7,56.125,500000113,449,BX-1013,20,392.875,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
664,EA,USD,7,499.875,500000113,3999,RC-1052,30,3499.125,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000017,3999,RC,Tornado II,Racing Bike,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
665,EA,USD,3,49.875,500000113,399,CB-1161,40,349.125,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000033,399,CB,La Plage,Cruiser,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
666,EA,USD,2,624.875,500000113,4999,RC-1057,50,4374.125,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000022,4999,RC,Veloflash Ultimate,Racing Bike,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
667,EA,USD,5,375.0,500000113,3000,EB-1135,60,2625.0,100000001,13415.125,93905.875,107321,2018-12-07,C,9,AMER,100000030,3000,EB,Speedeon,eBike,1000000035,Amaze Bikes Inc,AMER,Fair Oaks,38.638355,-121.28668300000001,US,Kirk,Lee,M,36,N,Y
668,EA,USD,5,156.25,500000114,1250,DB-1082,10,1093.75,100000034,1850.875,12956.125,14807,2018-07-13,C,12,AMER,100000024,1250,DB,Capricorn,Downhill Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
669,EA,USD,10,90.125,500000114,721,RO-1003,20,630.875,100000034,1850.875,12956.125,14807,2018-07-13,C,12,AMER,100000002,721,RO,Roady 1003,Road Bike,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
670,EA,USD,3,56.125,500000114,449,BX-1013,30,392.875,100000034,1850.875,12956.125,14807,2018-07-13,C,12,AMER,100000005,449,BX,BMX Jump Lux I,BMX,1000000068,TechCycle,AMER,Toronto,43.647763,-79.39102199999999,CA,Willard,Chatman,M,21,N,N
671,EA,USD,10,687.375,500000115,5499,RC-1054,10,4811.625,100000003,9461.625,66231.375,75693,2018-07-15,C,12,AMER,100000019,5499,RC,Stream II,Racing Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
672,EA,USD,3,143.0,500000115,1144,CC-1021,20,1001.0,100000003,9461.625,66231.375,75693,2018-07-15,C,12,AMER,100000009,1144,CC,Cyclone Basic,Cyclo-cross Bike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
673,EA,USD,3,600.0,500000115,4800,EB-1134,30,4200.0,100000003,9461.625,66231.375,75693,2018-07-15,C,12,AMER,100000029,4800,EB,Lazy Cat II,eBike,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
674,EA,USD,9,39.875,500000115,319,BX-1016,40,279.125,100000003,9461.625,66231.375,75693,2018-07-15,C,12,AMER,100000008,319,BX,BMX Optima II,BMX,1000000037,Atlanta Corp Inc,AMER,Chicago,41.874590999999995,-87.627303,US,Willard,Chatman,M,21,N,N
675,EA,USD,4,81.125,500000116,649,HB-1173,10,567.875,100000036,549.0,3843.0,4392,2018-07-16,C,3,EMEA,100000038,649,HB,Universal One,Hybrid Bike,1000000070,Unolab Manufacturing,EMEA,Laon,49.553186,3.6278349999999997,FR,Ellis,Robertson,M,27,N,N
676,EA,USD,4,56.125,500000116,449,BX-1013,20,392.875,100000036,549.0,3843.0,4392,2018-07-16,C,3,EMEA,100000005,449,BX,BMX Jump Lux I,BMX,1000000070,Unolab Manufacturing,EMEA,Laon,49.553186,3.6278349999999997,FR,Ellis,Robertson,M,27,N,N
677,EA,USD,5,312.375,500000117,2499,MB-1034,10,2186.625,100000027,1561.875,10933.125,12495,2018-07-19,C,8,EMEA,100000015,2499,MB,Mt Discovery Ulti,Mountain Bike,1000000061,Khan Cycles,EMEA,Dubai,24.960345,55.124104,DU,Penelope,Dupper,F,25,N,N
678,EA,USD,3,81.125,500000118,649,MB-1031,10,567.875,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000012,649,MB,Mt Discovery B,Mountain Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
679,EA,USD,4,37.375,500000118,299,BX-1015,20,261.625,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000007,299,BX,BMX Optima,BMX,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
680,EA,USD,1,56.125,500000118,449,BX-1013,30,392.875,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000005,449,BX,BMX Jump Lux I,BMX,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
681,EA,USD,7,312.375,500000118,2499,RC-1056,40,2186.625,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000021,2499,RC,Veloflash SE ,Racing Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
682,EA,USD,7,312.375,500000118,2499,RC-1056,40,2186.625,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000021,2499,RC,Rennsemmel 2,Racing Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
683,EA,USD,8,81.125,500000118,649,MB-1031,50,567.875,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000012,649,MB,Mt Discovery B,Mountain Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
684,EA,USD,10,170.125,500000118,1361,CC-1023,60,1190.875,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
685,EA,USD,8,99.875,500000118,799,HB-1172,70,699.125,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000037,799,HB,Star Cruise II,Hybrid Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
686,EA,USD,3,187.5,500000118,1500,EB-1131,80,1312.5,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000026,1500,EB,Flash Drive,eBike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
687,EA,USD,5,170.125,500000118,1361,CC-1023,90,1190.875,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000011,1361,CC,Cyclone III,Cyclo-cross Bike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
688,EA,USD,3,375.0,500000118,3000,EB-1135,100,2625.0,100000015,8323.0,58261.0,66584,2018-07-21,C,4,APJ,100000030,3000,EB,Speedeon,eBike,1000000049,iCare Australia,APJ,Kitoba,-26.073321,151.859836,AU,William,Mussen,M,28,Y,Y
689,EA,USD,2,249.875,500000119,1999,RC-1055,10,1749.125,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000020,1999,RC,Veloflash,Racing Bike,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
690,EA,USD,2,249.875,500000119,1999,RC-1055,10,1749.125,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000020,1999,RC,Rennsemmel,Racing Bike,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
691,EA,USD,7,312.375,500000119,2499,RC-1051,20,2186.625,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000016,2499,RC,Tornado I,Racing Bike,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
692,EA,USD,1,99.875,500000119,799,BX-1014,30,699.125,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000006,799,BX,BMX Jump Lux II,BMX,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
693,EA,USD,8,237.5,500000119,1900,EB-1132,40,1662.5,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000027,1900,EB,Flash Drive II,eBike,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
694,EA,USD,7,36.0,500000119,288,CB-1163,50,252.0,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000035,288,CB,La Plage Gold,Cruiser,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
695,EA,USD,7,574.875,500000119,4599,RC-1053,60,4024.125,100000019,8962.375,62736.625,71699,2018-07-22,C,4,APJ,100000018,4599,RC,Stream I,Racing Bike,1000000053,eBike 100,APJ,Canberra,-35.278051,149.124245,AU,William,Mussen,M,28,Y,Y
696,EA,USD,8,574.875,500000120,4599,RC-1053,10,4024.125,100000016,10187.625,71313.375,81501,2018-07-22,C,4,APJ,100000018,4599,RC,Stream I,Racing Bike,1000000050,CC SportWorld,APJ,Meadow Heights,-37.651278000000005,144.923051,AU,William,Mussen,M,28,Y,Y
697,EA,USD,1,499.875,500000120,3999,RC-1052,20,3499.125,100000016,10187.625,71313.375,81501,2018-07-22,C,4,APJ,100000017,3999,RC,Tornado II,Racing Bike,1000000050,CC SportWorld,APJ,Meadow Heights,-37.651278000000005,144.923051,AU,William,Mussen,M,28,Y,Y
698,EA,USD,1,90.125,500000120,721,RO-1003,30,630.875,100000016,10187.625,71313.375,81501,2018-07-22,C,4,APJ,100000002,721,RO,Roady 1003,Road Bike,1000000050,CC SportWorld,APJ,Meadow Heights,-37.651278000000005,144.923051,AU,William,Mussen,M,28,Y,Y
699,EA,USD,6,624.875,500000120,4999,RC-1057,40,4374.125,100000016,10187.625,71313.375,81501,2018-07-22,C,4,APJ,100000022,4999,RC,Veloflash Ultimate,Racing Bike,1000000050,CC SportWorld,APJ,Meadow Heights,-37.651278000000005,144.923051,AU,William,Mussen,M,28,Y,Y
700,EA,USD,5,249.875,500000120,1999,RC-1055,50,1749.125,100000016,10187.625,71313.375,81501,2018-07-22,C,4,APJ,100000020,1999,RC,Veloflash,Racing Bike,1000000050,CC SportWorld,APJ,Meadow Heights,-37.651278000000005,144.923051,AU,William,Mussen,M,28,Y,Y
